'Time and date','II','MCL1','ABP'
'[12:35:52.169 03/12/3299]',-0.066,-0.053,74.400
'[12:35:52.177 03/12/3299]',-0.066,-0.053,73.600
'[12:35:52.185 03/12/3299]',-0.066,-0.053,72.800
'[12:35:52.193 03/12/3299]',-0.066,-0.053,72.800
'[12:35:52.201 03/12/3299]',-0.066,-0.053,72.000
'[12:35:52.209 03/12/3299]',-0.066,-0.053,72.000
'[12:35:52.217 03/12/3299]',-0.053,-0.053,71.200
'[12:35:52.225 03/12/3299]',-0.053,-0.053,71.200
'[12:35:52.233 03/12/3299]',-0.053,-0.053,70.400
'[12:35:52.241 03/12/3299]',-0.053,-0.053,70.400
'[12:35:52.249 03/12/3299]',-0.039,-0.053,70.400
'[12:35:52.257 03/12/3299]',-0.039,-0.053,69.600
'[12:35:52.265 03/12/3299]',-0.039,-0.053,69.600
'[12:35:52.273 03/12/3299]',-0.039,-0.053,68.800
'[12:35:52.281 03/12/3299]',-0.039,-0.053,68.000
'[12:35:52.289 03/12/3299]',-0.039,-0.053,68.000
'[12:35:52.297 03/12/3299]',-0.039,-0.053,67.200
'[12:35:52.305 03/12/3299]',-0.039,-0.118,67.200
'[12:35:52.313 03/12/3299]',-0.039,-0.118,66.400
'[12:35:52.321 03/12/3299]',-0.039,-0.118,65.600
'[12:35:52.329 03/12/3299]',-0.026,-0.118,65.600
'[12:35:52.337 03/12/3299]',-0.026,-0.118,64.800
'[12:35:52.345 03/12/3299]',-0.026,-0.118,64.800
'[12:35:52.353 03/12/3299]',-0.026,-0.118,64.000
'[12:35:52.361 03/12/3299]',-0.026,-0.118,63.200
'[12:35:52.369 03/12/3299]',-0.026,-0.118,63.200
'[12:35:52.377 03/12/3299]',-0.026,-0.118,62.400
'[12:35:52.385 03/12/3299]',-0.026,-0.118,62.400
'[12:35:52.393 03/12/3299]',-0.026,-0.053,61.600
'[12:35:52.401 03/12/3299]',-0.026,-0.118,60.800
'[12:35:52.409 03/12/3299]',-0.013,-0.053,60.800
'[12:35:52.417 03/12/3299]',-0.013,-0.053,60.000
'[12:35:52.425 03/12/3299]',-0.013,-0.053,60.000
'[12:35:52.433 03/12/3299]',-0.013,-0.053,59.200
'[12:35:52.441 03/12/3299]',0.000,-0.053,59.200
'[12:35:52.449 03/12/3299]',0.013,-0.053,58.400
'[12:35:52.457 03/12/3299]',0.039,-0.053,58.400
'[12:35:52.465 03/12/3299]',0.053,-0.053,57.600
'[12:35:52.473 03/12/3299]',0.066,-0.053,57.600
'[12:35:52.481 03/12/3299]',0.066,-0.053,56.800
'[12:35:52.489 03/12/3299]',0.053,-0.053,56.800
'[12:35:52.497 03/12/3299]',0.039,-0.053,56.000
'[12:35:52.505 03/12/3299]',0.039,-0.053,56.000
'[12:35:52.513 03/12/3299]',0.039,-0.053,55.200
'[12:35:52.521 03/12/3299]',0.039,-0.053,55.200
'[12:35:52.529 03/12/3299]',0.026,-0.053,54.400
'[12:35:52.537 03/12/3299]',-0.013,-0.053,54.400
'[12:35:52.545 03/12/3299]',-0.039,-0.053,53.600
'[12:35:52.553 03/12/3299]',-0.039,-0.053,53.600
'[12:35:52.561 03/12/3299]',-0.053,-0.053,53.600
'[12:35:52.569 03/12/3299]',-0.053,-0.053,52.800
'[12:35:52.577 03/12/3299]',-0.053,-0.053,52.800
'[12:35:52.585 03/12/3299]',-0.053,-0.053,52.800
'[12:35:52.593 03/12/3299]',-0.053,-0.053,52.000
'[12:35:52.601 03/12/3299]',-0.053,-0.053,52.000
'[12:35:52.609 03/12/3299]',-0.053,-0.053,52.000
'[12:35:52.617 03/12/3299]',-0.066,-0.053,51.200
'[12:35:52.625 03/12/3299]',-0.118,0.000,51.200
'[12:35:52.633 03/12/3299]',-0.158,0.053,51.200
'[12:35:52.641 03/12/3299]',-0.066,0.184,51.200
'[12:35:52.649 03/12/3299]',0.211,0.434,50.400
'[12:35:52.657 03/12/3299]',0.500,0.618,50.400
'[12:35:52.665 03/12/3299]',0.566,0.303,50.400
'[12:35:52.673 03/12/3299]',0.303,-0.868,50.400
'[12:35:52.681 03/12/3299]',0.066,-1.684,49.600
'[12:35:52.689 03/12/3299]',-0.053,-1.750,49.600
'[12:35:52.697 03/12/3299]',-0.105,-1.053,49.600
'[12:35:52.705 03/12/3299]',-0.132,-0.618,49.600
'[12:35:52.713 03/12/3299]',-0.158,-0.303,48.800
'[12:35:52.721 03/12/3299]',-0.171,-0.118,48.800
'[12:35:52.729 03/12/3299]',-0.145,0.000,48.000
'[12:35:52.737 03/12/3299]',-0.132,0.053,48.000
'[12:35:52.745 03/12/3299]',-0.132,0.118,48.000
'[12:35:52.753 03/12/3299]',-0.118,0.118,47.200
'[12:35:52.761 03/12/3299]',-0.105,0.118,47.200
'[12:35:52.769 03/12/3299]',-0.092,0.184,47.200
'[12:35:52.777 03/12/3299]',-0.092,0.184,47.200
'[12:35:52.785 03/12/3299]',-0.092,0.184,47.200
'[12:35:52.793 03/12/3299]',-0.092,0.184,48.000
'[12:35:52.801 03/12/3299]',-0.092,0.184,48.800
'[12:35:52.809 03/12/3299]',-0.079,0.184,52.000
'[12:35:52.817 03/12/3299]',-0.079,0.184,56.000
'[12:35:52.825 03/12/3299]',-0.079,0.184,62.400
'[12:35:52.833 03/12/3299]',-0.079,0.184,70.400
'[12:35:52.841 03/12/3299]',-0.066,0.184,79.200
'[12:35:52.849 03/12/3299]',-0.066,0.250,88.800
'[12:35:52.857 03/12/3299]',-0.066,0.250,97.600
'[12:35:52.865 03/12/3299]',-0.066,0.250,106.400
'[12:35:52.873 03/12/3299]',-0.053,0.250,114.400
'[12:35:52.881 03/12/3299]',-0.039,0.303,121.600
'[12:35:52.889 03/12/3299]',-0.039,0.303,127.200
'[12:35:52.897 03/12/3299]',-0.026,0.368,132.000
'[12:35:52.905 03/12/3299]',-0.026,0.368,135.200
'[12:35:52.913 03/12/3299]',-0.013,0.434,137.600
'[12:35:52.921 03/12/3299]',-0.013,0.434,139.200
'[12:35:52.929 03/12/3299]',0.000,0.500,140.000
'[12:35:52.937 03/12/3299]',0.013,0.500,140.000
'[12:35:52.945 03/12/3299]',0.026,0.500,140.000
'[12:35:52.953 03/12/3299]',0.053,0.500,140.000
'[12:35:52.961 03/12/3299]',0.066,0.500,138.400
'[12:35:52.969 03/12/3299]',0.066,0.500,137.600
'[12:35:52.977 03/12/3299]',0.079,0.434,135.200
'[12:35:52.985 03/12/3299]',0.079,0.434,133.600
'[12:35:52.993 03/12/3299]',0.079,0.368,131.200
'[12:35:53.001 03/12/3299]',0.079,0.303,128.800
'[12:35:53.009 03/12/3299]',0.079,0.184,126.400
'[12:35:53.017 03/12/3299]',0.066,0.118,123.200
'[12:35:53.025 03/12/3299]',0.053,0.053,120.800
'[12:35:53.033 03/12/3299]',0.053,0.000,117.600
'[12:35:53.041 03/12/3299]',0.039,0.000,114.400
'[12:35:53.049 03/12/3299]',0.026,-0.053,111.200
'[12:35:53.057 03/12/3299]',0.026,-0.053,108.000
'[12:35:53.065 03/12/3299]',0.013,-0.118,104.800
'[12:35:53.073 03/12/3299]',0.013,-0.118,100.800
'[12:35:53.081 03/12/3299]',0.000,-0.118,97.600
'[12:35:53.089 03/12/3299]',0.000,-0.118,93.600
'[12:35:53.097 03/12/3299]',-0.013,-0.118,90.400
'[12:35:53.105 03/12/3299]',-0.013,-0.118,86.400
'[12:35:53.113 03/12/3299]',-0.026,-0.118,84.000
'[12:35:53.121 03/12/3299]',-0.026,-0.118,81.600
'[12:35:53.129 03/12/3299]',-0.026,-0.118,79.200
'[12:35:53.137 03/12/3299]',-0.026,-0.118,76.800
'[12:35:53.145 03/12/3299]',-0.026,-0.118,76.000
'[12:35:53.153 03/12/3299]',-0.026,-0.118,74.400
'[12:35:53.161 03/12/3299]',-0.026,-0.053,73.600
'[12:35:53.169 03/12/3299]',-0.026,-0.053,72.800
'[12:35:53.177 03/12/3299]',-0.026,-0.053,72.800
'[12:35:53.185 03/12/3299]',-0.026,-0.053,72.000
'[12:35:53.193 03/12/3299]',-0.026,-0.053,72.000
'[12:35:53.201 03/12/3299]',-0.026,-0.053,72.000
'[12:35:53.209 03/12/3299]',-0.026,-0.053,71.200
'[12:35:53.217 03/12/3299]',-0.026,-0.053,71.200
'[12:35:53.225 03/12/3299]',-0.013,-0.053,70.400
'[12:35:53.233 03/12/3299]',-0.013,-0.118,70.400
'[12:35:53.241 03/12/3299]',0.000,-0.118,69.600
'[12:35:53.249 03/12/3299]',0.000,-0.118,69.600
'[12:35:53.257 03/12/3299]',0.013,-0.118,68.800
'[12:35:53.265 03/12/3299]',0.013,-0.118,68.000
'[12:35:53.273 03/12/3299]',0.013,-0.118,68.000
'[12:35:53.281 03/12/3299]',0.013,-0.118,67.200
'[12:35:53.289 03/12/3299]',0.013,-0.118,67.200
'[12:35:53.297 03/12/3299]',0.013,-0.118,66.400
'[12:35:53.305 03/12/3299]',0.013,-0.118,65.600
'[12:35:53.313 03/12/3299]',0.013,-0.118,65.600
'[12:35:53.321 03/12/3299]',0.013,-0.118,64.800
'[12:35:53.329 03/12/3299]',0.013,-0.118,64.800
'[12:35:53.337 03/12/3299]',0.013,-0.118,64.000
'[12:35:53.345 03/12/3299]',0.026,-0.118,63.200
'[12:35:53.353 03/12/3299]',0.013,-0.118,63.200
'[12:35:53.361 03/12/3299]',0.013,-0.118,62.400
'[12:35:53.369 03/12/3299]',0.026,-0.118,62.400
'[12:35:53.377 03/12/3299]',0.013,-0.118,61.600
'[12:35:53.385 03/12/3299]',0.013,-0.118,60.800
'[12:35:53.393 03/12/3299]',0.026,-0.053,60.800
'[12:35:53.401 03/12/3299]',0.039,-0.053,60.000
'[12:35:53.409 03/12/3299]',0.039,-0.053,60.000
'[12:35:53.417 03/12/3299]',0.039,-0.053,59.200
'[12:35:53.425 03/12/3299]',0.066,-0.053,58.400
'[12:35:53.433 03/12/3299]',0.092,-0.053,58.400
'[12:35:53.441 03/12/3299]',0.105,-0.053,57.600
'[12:35:53.449 03/12/3299]',0.105,-0.053,57.600
'[12:35:53.457 03/12/3299]',0.105,-0.053,56.800
'[12:35:53.465 03/12/3299]',0.105,-0.053,56.800
'[12:35:53.473 03/12/3299]',0.092,-0.118,56.000
'[12:35:53.481 03/12/3299]',0.079,-0.118,56.000
'[12:35:53.489 03/12/3299]',0.092,-0.118,55.200
'[12:35:53.497 03/12/3299]',0.092,-0.118,55.200
'[12:35:53.505 03/12/3299]',0.066,-0.118,54.400
'[12:35:53.513 03/12/3299]',0.026,-0.118,54.400
'[12:35:53.521 03/12/3299]',0.000,-0.118,53.600
'[12:35:53.529 03/12/3299]',0.000,-0.118,53.600
'[12:35:53.537 03/12/3299]',0.000,-0.053,52.800
'[12:35:53.545 03/12/3299]',0.000,-0.053,52.800
'[12:35:53.553 03/12/3299]',0.013,-0.118,52.800
'[12:35:53.561 03/12/3299]',0.013,-0.118,52.000
'[12:35:53.569 03/12/3299]',0.000,-0.053,52.000
'[12:35:53.577 03/12/3299]',-0.013,-0.053,51.200
'[12:35:53.585 03/12/3299]',-0.013,-0.053,51.200
'[12:35:53.593 03/12/3299]',-0.026,-0.053,51.200
'[12:35:53.601 03/12/3299]',-0.079,0.000,51.200
'[12:35:53.609 03/12/3299]',-0.105,0.118,50.400
'[12:35:53.617 03/12/3299]',0.026,0.250,50.400
'[12:35:53.625 03/12/3299]',0.342,0.434,50.400
'[12:35:53.633 03/12/3299]',0.566,0.553,49.600
'[12:35:53.641 03/12/3299]',0.579,-0.118,49.600
'[12:35:53.649 03/12/3299]',0.263,-1.250,49.600
'[12:35:53.657 03/12/3299]',0.066,-1.750,48.800
'[12:35:53.665 03/12/3299]',-0.026,-1.434,48.800
'[12:35:53.673 03/12/3299]',-0.066,-0.868,48.800
'[12:35:53.681 03/12/3299]',-0.092,-0.500,48.800
'[12:35:53.689 03/12/3299]',-0.118,-0.250,48.000
'[12:35:53.697 03/12/3299]',-0.118,-0.118,48.000
'[12:35:53.705 03/12/3299]',-0.105,0.000,47.200
'[12:35:53.713 03/12/3299]',-0.092,0.053,47.200
'[12:35:53.721 03/12/3299]',-0.079,0.118,47.200
'[12:35:53.729 03/12/3299]',-0.053,0.118,46.400
'[12:35:53.737 03/12/3299]',-0.039,0.184,46.400
'[12:35:53.745 03/12/3299]',-0.039,0.118,46.400
'[12:35:53.753 03/12/3299]',-0.066,0.184,46.400
'[12:35:53.761 03/12/3299]',-0.066,0.184,46.400
'[12:35:53.769 03/12/3299]',-0.053,0.184,46.400
'[12:35:53.777 03/12/3299]',-0.039,0.184,48.000
'[12:35:53.785 03/12/3299]',-0.026,0.184,50.400
'[12:35:53.793 03/12/3299]',-0.026,0.184,55.200
'[12:35:53.801 03/12/3299]',-0.039,0.184,61.600
'[12:35:53.809 03/12/3299]',-0.039,0.184,69.600
'[12:35:53.817 03/12/3299]',-0.026,0.184,79.200
'[12:35:53.825 03/12/3299]',-0.013,0.250,88.800
'[12:35:53.833 03/12/3299]',-0.013,0.250,98.400
'[12:35:53.841 03/12/3299]',-0.013,0.250,107.200
'[12:35:53.849 03/12/3299]',0.000,0.303,115.200
'[12:35:53.857 03/12/3299]',0.013,0.303,122.400
'[12:35:53.865 03/12/3299]',0.026,0.303,128.000
'[12:35:53.873 03/12/3299]',0.026,0.368,132.000
'[12:35:53.881 03/12/3299]',0.026,0.434,135.200
'[12:35:53.889 03/12/3299]',0.039,0.434,137.600
'[12:35:53.897 03/12/3299]',0.053,0.500,138.400
'[12:35:53.905 03/12/3299]',0.066,0.500,139.200
'[12:35:53.913 03/12/3299]',0.079,0.553,139.200
'[12:35:53.921 03/12/3299]',0.092,0.553,139.200
'[12:35:53.929 03/12/3299]',0.105,0.553,138.400
'[12:35:53.937 03/12/3299]',0.118,0.500,137.600
'[12:35:53.945 03/12/3299]',0.132,0.500,136.000
'[12:35:53.953 03/12/3299]',0.132,0.434,134.400
'[12:35:53.961 03/12/3299]',0.132,0.434,132.000
'[12:35:53.969 03/12/3299]',0.118,0.303,129.600
'[12:35:53.977 03/12/3299]',0.105,0.250,127.200
'[12:35:53.985 03/12/3299]',0.118,0.184,124.800
'[12:35:53.993 03/12/3299]',0.105,0.118,122.400
'[12:35:54.001 03/12/3299]',0.079,0.053,119.200
'[12:35:54.009 03/12/3299]',0.066,0.000,116.800
'[12:35:54.017 03/12/3299]',0.066,-0.053,113.600
'[12:35:54.025 03/12/3299]',0.053,-0.118,110.400
'[12:35:54.033 03/12/3299]',0.039,-0.118,106.400
'[12:35:54.041 03/12/3299]',0.026,-0.118,103.200
'[12:35:54.049 03/12/3299]',0.026,-0.118,100.000
'[12:35:54.057 03/12/3299]',0.026,-0.118,96.000
'[12:35:54.065 03/12/3299]',0.026,-0.118,92.000
'[12:35:54.073 03/12/3299]',0.026,-0.118,88.800
'[12:35:54.081 03/12/3299]',0.026,-0.118,84.800
'[12:35:54.089 03/12/3299]',0.013,-0.118,82.400
'[12:35:54.097 03/12/3299]',0.013,-0.118,79.200
'[12:35:54.105 03/12/3299]',0.013,-0.118,76.800
'[12:35:54.113 03/12/3299]',0.013,-0.118,75.200
'[12:35:54.121 03/12/3299]',0.000,-0.118,73.600
'[12:35:54.129 03/12/3299]',0.000,-0.118,72.800
'[12:35:54.137 03/12/3299]',0.000,-0.118,72.000
'[12:35:54.145 03/12/3299]',0.013,-0.118,71.200
'[12:35:54.153 03/12/3299]',0.026,-0.118,71.200
'[12:35:54.161 03/12/3299]',0.026,-0.118,70.400
'[12:35:54.169 03/12/3299]',0.013,-0.118,70.400
'[12:35:54.177 03/12/3299]',0.013,-0.053,69.600
'[12:35:54.185 03/12/3299]',0.013,-0.118,69.600
'[12:35:54.193 03/12/3299]',0.013,-0.118,69.600
'[12:35:54.201 03/12/3299]',0.013,-0.118,68.800
'[12:35:54.209 03/12/3299]',0.013,-0.118,68.000
'[12:35:54.217 03/12/3299]',0.026,-0.118,68.000
'[12:35:54.225 03/12/3299]',0.039,-0.118,67.200
'[12:35:54.233 03/12/3299]',0.039,-0.118,67.200
'[12:35:54.241 03/12/3299]',0.026,-0.118,66.400
'[12:35:54.249 03/12/3299]',0.013,-0.118,65.600
'[12:35:54.257 03/12/3299]',0.013,-0.118,65.600
'[12:35:54.265 03/12/3299]',0.026,-0.118,64.800
'[12:35:54.273 03/12/3299]',0.013,-0.118,64.800
'[12:35:54.281 03/12/3299]',0.013,-0.118,64.000
'[12:35:54.289 03/12/3299]',0.013,-0.118,63.200
'[12:35:54.297 03/12/3299]',0.013,-0.118,63.200
'[12:35:54.305 03/12/3299]',0.026,-0.118,62.400
'[12:35:54.313 03/12/3299]',0.026,-0.118,62.400
'[12:35:54.321 03/12/3299]',0.039,-0.118,61.600
'[12:35:54.329 03/12/3299]',0.039,-0.118,61.600
'[12:35:54.337 03/12/3299]',0.039,-0.118,60.800
'[12:35:54.345 03/12/3299]',0.039,-0.118,60.800
'[12:35:54.353 03/12/3299]',0.039,-0.118,60.000
'[12:35:54.361 03/12/3299]',0.026,-0.118,60.000
'[12:35:54.369 03/12/3299]',0.039,-0.053,59.200
'[12:35:54.377 03/12/3299]',0.039,-0.053,59.200
'[12:35:54.385 03/12/3299]',0.039,-0.053,58.400
'[12:35:54.393 03/12/3299]',0.039,-0.053,58.400
'[12:35:54.401 03/12/3299]',0.053,-0.053,57.600
'[12:35:54.409 03/12/3299]',0.079,-0.053,57.600
'[12:35:54.417 03/12/3299]',0.079,-0.053,56.800
'[12:35:54.425 03/12/3299]',0.079,-0.053,56.800
'[12:35:54.433 03/12/3299]',0.079,-0.053,56.800
'[12:35:54.441 03/12/3299]',0.066,-0.053,56.000
'[12:35:54.449 03/12/3299]',0.066,-0.053,56.000
'[12:35:54.457 03/12/3299]',0.066,-0.053,56.000
'[12:35:54.465 03/12/3299]',0.053,-0.053,55.200
'[12:35:54.473 03/12/3299]',0.053,-0.053,55.200
'[12:35:54.481 03/12/3299]',0.013,-0.053,55.200
'[12:35:54.489 03/12/3299]',-0.026,-0.053,54.400
'[12:35:54.497 03/12/3299]',-0.039,-0.053,54.400
'[12:35:54.505 03/12/3299]',-0.053,-0.053,54.400
'[12:35:54.513 03/12/3299]',-0.053,-0.053,54.400
'[12:35:54.521 03/12/3299]',-0.066,-0.053,53.600
'[12:35:54.529 03/12/3299]',-0.066,-0.053,53.600
'[12:35:54.537 03/12/3299]',-0.066,-0.053,53.600
'[12:35:54.545 03/12/3299]',-0.066,-0.053,53.600
'[12:35:54.553 03/12/3299]',-0.066,-0.053,53.600
'[12:35:54.561 03/12/3299]',-0.079,-0.053,52.800
'[12:35:54.569 03/12/3299]',-0.118,0.000,52.800
'[12:35:54.577 03/12/3299]',-0.171,0.053,52.800
'[12:35:54.585 03/12/3299]',-0.184,0.184,52.000
'[12:35:54.593 03/12/3299]',0.066,0.368,52.000
'[12:35:54.601 03/12/3299]',0.355,0.618,52.000
'[12:35:54.609 03/12/3299]',0.474,0.618,51.200
'[12:35:54.617 03/12/3299]',0.316,-0.553,51.200
'[12:35:54.625 03/12/3299]',0.066,-1.553,51.200
'[12:35:54.633 03/12/3299]',-0.066,-1.750,50.400
'[12:35:54.641 03/12/3299]',-0.118,-1.184,50.400
'[12:35:54.649 03/12/3299]',-0.158,-0.684,50.400
'[12:35:54.657 03/12/3299]',-0.184,-0.368,49.600
'[12:35:54.665 03/12/3299]',-0.197,-0.184,49.600
'[12:35:54.673 03/12/3299]',-0.184,0.000,48.800
'[12:35:54.681 03/12/3299]',-0.158,0.053,48.800
'[12:35:54.689 03/12/3299]',-0.158,0.118,48.800
'[12:35:54.697 03/12/3299]',-0.145,0.118,48.000
'[12:35:54.705 03/12/3299]',-0.145,0.184,48.000
'[12:35:54.713 03/12/3299]',-0.132,0.184,48.000
'[12:35:54.721 03/12/3299]',-0.132,0.184,48.000
'[12:35:54.729 03/12/3299]',-0.132,0.184,48.000
'[12:35:54.737 03/12/3299]',-0.132,0.184,48.000
'[12:35:54.745 03/12/3299]',-0.118,0.184,48.800
'[12:35:54.753 03/12/3299]',-0.118,0.184,51.200
'[12:35:54.761 03/12/3299]',-0.118,0.184,54.400
'[12:35:54.769 03/12/3299]',-0.118,0.250,60.000
'[12:35:54.777 03/12/3299]',-0.105,0.250,67.200
'[12:35:54.785 03/12/3299]',-0.105,0.250,76.000
'[12:35:54.793 03/12/3299]',-0.105,0.250,84.800
'[12:35:54.801 03/12/3299]',-0.092,0.250,94.400
'[12:35:54.809 03/12/3299]',-0.092,0.250,103.200
'[12:35:54.817 03/12/3299]',-0.079,0.303,111.200
'[12:35:54.825 03/12/3299]',-0.079,0.303,118.400
'[12:35:54.833 03/12/3299]',-0.066,0.303,124.800
'[12:35:54.841 03/12/3299]',-0.066,0.368,129.600
'[12:35:54.849 03/12/3299]',-0.066,0.368,133.600
'[12:35:54.857 03/12/3299]',-0.053,0.434,136.000
'[12:35:54.865 03/12/3299]',-0.053,0.500,137.600
'[12:35:54.873 03/12/3299]',-0.039,0.500,139.200
'[12:35:54.881 03/12/3299]',-0.026,0.500,139.200
'[12:35:54.889 03/12/3299]',-0.013,0.553,139.200
'[12:35:54.897 03/12/3299]',0.013,0.553,139.200
'[12:35:54.905 03/12/3299]',0.013,0.500,137.600
'[12:35:54.913 03/12/3299]',0.026,0.500,136.800
'[12:35:54.921 03/12/3299]',0.039,0.500,135.200
'[12:35:54.929 03/12/3299]',0.039,0.434,132.800
'[12:35:54.937 03/12/3299]',0.039,0.368,131.200
'[12:35:54.945 03/12/3299]',0.039,0.303,128.800
'[12:35:54.953 03/12/3299]',0.039,0.250,125.600
'[12:35:54.961 03/12/3299]',0.026,0.184,123.200
'[12:35:54.969 03/12/3299]',0.026,0.118,120.800
'[12:35:54.977 03/12/3299]',0.013,0.053,117.600
'[12:35:54.985 03/12/3299]',0.000,0.000,114.400
'[12:35:54.993 03/12/3299]',-0.013,-0.053,111.200
'[12:35:55.001 03/12/3299]',-0.013,-0.053,108.000
'[12:35:55.009 03/12/3299]',-0.026,-0.118,104.800
'[12:35:55.017 03/12/3299]',-0.026,-0.118,100.800
'[12:35:55.025 03/12/3299]',-0.026,-0.118,97.600
'[12:35:55.033 03/12/3299]',-0.039,-0.118,93.600
'[12:35:55.041 03/12/3299]',-0.039,-0.118,90.400
'[12:35:55.049 03/12/3299]',-0.039,-0.118,87.200
'[12:35:55.057 03/12/3299]',-0.039,-0.118,84.000
'[12:35:55.065 03/12/3299]',-0.039,-0.118,80.800
'[12:35:55.073 03/12/3299]',-0.039,-0.053,79.200
'[12:35:55.081 03/12/3299]',-0.039,-0.053,76.800
'[12:35:55.089 03/12/3299]',-0.053,-0.053,75.200
'[12:35:55.097 03/12/3299]',-0.053,-0.053,74.400
'[12:35:55.105 03/12/3299]',-0.053,-0.053,73.600
'[12:35:55.113 03/12/3299]',-0.053,-0.053,72.800
'[12:35:55.121 03/12/3299]',-0.053,-0.053,72.000
'[12:35:55.129 03/12/3299]',-0.053,-0.053,72.000
'[12:35:55.137 03/12/3299]',-0.053,-0.053,72.000
'[12:35:55.145 03/12/3299]',-0.053,-0.053,71.200
'[12:35:55.153 03/12/3299]',-0.053,-0.053,71.200
'[12:35:55.161 03/12/3299]',-0.039,-0.053,70.400
'[12:35:55.169 03/12/3299]',-0.039,-0.053,70.400
'[12:35:55.177 03/12/3299]',-0.039,-0.053,69.600
'[12:35:55.185 03/12/3299]',-0.039,-0.053,69.600
'[12:35:55.193 03/12/3299]',-0.026,-0.053,68.800
'[12:35:55.201 03/12/3299]',-0.026,-0.053,68.800
'[12:35:55.209 03/12/3299]',-0.026,-0.053,68.000
'[12:35:55.217 03/12/3299]',-0.026,-0.053,68.000
'[12:35:55.225 03/12/3299]',-0.026,-0.118,67.200
'[12:35:55.233 03/12/3299]',-0.026,-0.118,66.400
'[12:35:55.241 03/12/3299]',-0.026,-0.118,66.400
'[12:35:55.249 03/12/3299]',-0.026,-0.118,65.600
'[12:35:55.257 03/12/3299]',-0.026,-0.118,65.600
'[12:35:55.265 03/12/3299]',-0.026,-0.118,64.800
'[12:35:55.273 03/12/3299]',-0.026,-0.118,64.000
'[12:35:55.281 03/12/3299]',-0.026,-0.118,64.000
'[12:35:55.289 03/12/3299]',-0.026,-0.118,63.200
'[12:35:55.297 03/12/3299]',-0.026,-0.118,63.200
'[12:35:55.305 03/12/3299]',-0.013,-0.118,62.400
'[12:35:55.313 03/12/3299]',-0.013,-0.118,61.600
'[12:35:55.321 03/12/3299]',-0.013,-0.118,61.600
'[12:35:55.329 03/12/3299]',-0.013,-0.053,60.800
'[12:35:55.337 03/12/3299]',-0.013,-0.053,60.800
'[12:35:55.345 03/12/3299]',0.000,-0.053,60.000
'[12:35:55.353 03/12/3299]',0.000,-0.053,60.000
'[12:35:55.361 03/12/3299]',0.013,-0.053,59.200
'[12:35:55.369 03/12/3299]',0.026,-0.053,58.400
'[12:35:55.377 03/12/3299]',0.053,-0.053,58.400
'[12:35:55.385 03/12/3299]',0.066,-0.053,57.600
'[12:35:55.393 03/12/3299]',0.079,-0.053,57.600
'[12:35:55.401 03/12/3299]',0.066,-0.053,56.800
'[12:35:55.409 03/12/3299]',0.053,-0.053,56.800
'[12:35:55.417 03/12/3299]',0.053,-0.053,56.000
'[12:35:55.425 03/12/3299]',0.039,-0.053,56.000
'[12:35:55.433 03/12/3299]',0.039,-0.053,55.200
'[12:35:55.441 03/12/3299]',0.053,-0.053,55.200
'[12:35:55.449 03/12/3299]',0.013,-0.053,55.200
'[12:35:55.457 03/12/3299]',-0.026,-0.053,54.400
'[12:35:55.465 03/12/3299]',-0.039,-0.053,54.400
'[12:35:55.473 03/12/3299]',-0.039,-0.053,53.600
'[12:35:55.481 03/12/3299]',-0.039,-0.053,53.600
'[12:35:55.489 03/12/3299]',-0.053,-0.053,53.600
'[12:35:55.497 03/12/3299]',-0.053,-0.053,52.800
'[12:35:55.505 03/12/3299]',-0.053,-0.053,52.800
'[12:35:55.513 03/12/3299]',-0.053,-0.053,52.800
'[12:35:55.521 03/12/3299]',-0.053,-0.053,52.000
'[12:35:55.529 03/12/3299]',-0.053,-0.053,52.000
'[12:35:55.537 03/12/3299]',-0.092,-0.053,52.000
'[12:35:55.545 03/12/3299]',-0.145,0.000,52.000
'[12:35:55.553 03/12/3299]',-0.158,0.118,51.200
'[12:35:55.561 03/12/3299]',0.066,0.303,51.200
'[12:35:55.569 03/12/3299]',0.382,0.553,51.200
'[12:35:55.577 03/12/3299]',0.566,0.618,50.400
'[12:35:55.585 03/12/3299]',0.434,-0.250,50.400
'[12:35:55.593 03/12/3299]',0.171,-1.434,50.400
'[12:35:55.601 03/12/3299]',-0.013,-1.750,50.400
'[12:35:55.609 03/12/3299]',-0.079,-1.303,49.600
'[12:35:55.617 03/12/3299]',-0.118,-0.803,49.600
'[12:35:55.625 03/12/3299]',-0.145,-0.434,49.600
'[12:35:55.633 03/12/3299]',-0.158,-0.250,48.800
'[12:35:55.641 03/12/3299]',-0.158,-0.053,48.800
'[12:35:55.649 03/12/3299]',-0.132,0.053,48.800
'[12:35:55.657 03/12/3299]',-0.118,0.118,48.000
'[12:35:55.665 03/12/3299]',-0.118,0.118,48.000
'[12:35:55.673 03/12/3299]',-0.105,0.118,47.200
'[12:35:55.681 03/12/3299]',-0.092,0.118,47.200
'[12:35:55.689 03/12/3299]',-0.079,0.184,47.200
'[12:35:55.697 03/12/3299]',-0.079,0.184,47.200
'[12:35:55.705 03/12/3299]',-0.066,0.184,48.000
'[12:35:55.713 03/12/3299]',-0.066,0.184,48.800
'[12:35:55.721 03/12/3299]',-0.066,0.184,50.400
'[12:35:55.729 03/12/3299]',-0.066,0.184,54.400
'[12:35:55.737 03/12/3299]',-0.066,0.184,59.200
'[12:35:55.745 03/12/3299]',-0.053,0.184,66.400
