ITEMID,CODE,TYPE,CATEGORY,LABEL,DESCRIPTION
101678,"8926 ","PROCEDURE",,,"GYNECOLOGIC EXAMINATION  "
101679,"8932 ","PROCEDURE",,,"ESOPHAGEAL MANOMETRY     "
101680,"8934 ","PROCEDURE",,,"DIGITAL RECTAL EXAM      "
101681,"8937 ","PROCEDURE",,,"VITAL CAPACITY DETERMIN  "
101682,"8938 ","PROCEDURE",,,"RESPIRATORY MEASURE NEC  "
101683,"8939 ","PROCEDURE",,,"NONOPERATIVE EXAMS NEC   "
101684,"8941 ","PROCEDURE",,,"TREADMILL STRESS TEST    "
101685,"8944 ","PROCEDURE",,,"CARDIAC STRESS TEST NEC  "
101686,"8945 ","PROCEDURE",,,"PACEMAKER RATE CHECK     "
101687,"8948 ","PROCEDURE",,,"PACEMAKER VOLT THRESHOLD "
101688,"8949 ","PROCEDURE",,,"AUTOMATIC IMPLANTABLE CA "
101689,"8950 ","PROCEDURE",,,"AMBULAT CARD MONITORING  "
101690,"8952 ","PROCEDURE",,,"ELECTROCARDIOGRAM        "
101691,"8959 ","PROCEDURE",,,"NONOP CARDIOVAS EXAM NEC "
101692,"8960 ","PROCEDURE",,,"CONT INTRA-ARTERIAL BLD  "
101693,"8961 ","PROCEDURE",,,"ARTERIAL PRESSURE MONIT  "
101694,"8962 ","PROCEDURE",,,"CVP MONITORING           "
101695,"8963 ","PROCEDURE",,,"PULMON ART PRESS MONITOR "
101696,"8964 ","PROCEDURE",,,"PULMON ART WEDGE MONITOR "
101697,"8965 ","PROCEDURE",,,"ARTERIAL BLD GAS MEASURE "
101698,"8967 ","PROCEDURE",,,"OXYGEN CONSUMPTION MONIT "
101699,"8968 ","PROCEDURE",,,"CARDIAC OUTPUT-THERMODIL "
101700,"8969 ","PROCEDURE",,,"CORONARY BLD FLOW MONIT  "
101701,"9163 ","PROCEDURE",,,"C & S-INTEGUMENT         "
101702,"9172 ","PROCEDURE",,,"CULTURE-OP WOUND         "
101703,"9204 ","PROCEDURE",,,"GI SCAN & ISOTOPE FUNCT  "
101704,"9205 ","PROCEDURE",,,"C-VASC SCAN/ISOTOP FUNCT "
101705,"9215 ","PROCEDURE",,,"PULMONARY SCAN           "
101706,"9224 ","PROCEDURE",,,"TELERADIOTH/1-25 MEV PRO "
101707,"9227 ","PROCEDURE",,,"RADIOACTIVE ELEM IMPLANT "
101708,"9229 ","PROCEDURE",,,"RADIOTHERAPEUT PROC NEC  "
101709,"9230 ","PROCEDURE",,,"STEREOTACTIC RADSURG NOS "
101710,"9232 ","PROCEDURE",,,"MULTI-SRCE PHOTON RADSRG "
80114,"0317","MICROBIOLOGY","ORGANISM","ASPERGILLUS FLAVUS",
80115,"0319","MICROBIOLOGY","ORGANISM","PROPIONIBACTERIUM SPECIES",
80116,"0322","MICROBIOLOGY","ORGANISM","FUSARIUM SPECIES",
80117,"0326","MICROBIOLOGY","ORGANISM","AUREOBASIDIUM PULLULANS",
80118,"0328","MICROBIOLOGY","ORGANISM","STREPTOCOCCUS SALIVARIUS",
80119,"0329","MICROBIOLOGY","ORGANISM","NUTRITIONALLY VARIANT STREPTOCOCCUS",
80120,"0336","MICROBIOLOGY","ORGANISM","STREPTOCOCCUS CONSTELLATUS",
80121,"0342","MICROBIOLOGY","ORGANISM","BACTEROIDES FRAGILIS",
80122,"0352","MICROBIOLOGY","ORGANISM","KLUYVERA SPECIES",
80123,"0380","MICROBIOLOGY","ORGANISM","ANAEROBIC BACTERIA",
80124,"0395","MICROBIOLOGY","ORGANISM","EXOPHIALA JEANSELMEI",
80125,"0400","MICROBIOLOGY","ORGANISM","FUSOBACTERIUM SPECIES",
80126,"0402","MICROBIOLOGY","ORGANISM","CLADOSPORIUM SPECIES",
80127,"0407","MICROBIOLOGY","ORGANISM","FUNGUS",
80128,"0408","MICROBIOLOGY","ORGANISM","FUSOBACTERIUM NUCLEATUM",
80129,"0416","MICROBIOLOGY","ORGANISM","CLOSTRIDIUM SEPTICUM",
80130,"0432","MICROBIOLOGY","ORGANISM","MYCELIA STERILIA",
80131,"0444","MICROBIOLOGY","ORGANISM","SALMONELLA HADAR",
80132,"0452","MICROBIOLOGY","ORGANISM","ENTAMOEBA COLI",
80133,"0454","MICROBIOLOGY","ORGANISM","GIARDIA LAMBLIA",
80134,"0456","MICROBIOLOGY","ORGANISM","ENDOLIMAX NANA",
80135,"0464","MICROBIOLOGY","ORGANISM","ASCARIS LUMBRICOIDES",
80136,"0470","MICROBIOLOGY","ORGANISM","ACTINOMYCES ODONTOLYTICUS",
80137,"0474","MICROBIOLOGY","ORGANISM","CANDIDA LUSITANIAE",
80138,"0477","MICROBIOLOGY","ORGANISM","STAPHYLOCOCCUS SPECIES",
80139,"0483","MICROBIOLOGY","ORGANISM","CLOSTRIDIUM DIFFICILE",
80140,"0486","MICROBIOLOGY","ORGANISM","BLASTOCYSTIS HOMINIS",
80141,"0494","MICROBIOLOGY","ORGANISM","CORYNEBACTERIUM JEIKEIUM (C.D.C. GROUP JK)",
80142,"0497","MICROBIOLOGY","ORGANISM","FUSOBACTERIUM NECROPHORUM",
80143,"0498","MICROBIOLOGY","ORGANISM","CYTOMEGALOVIRUS ",
80144,"0500","MICROBIOLOGY","ORGANISM","HERPES SIMPLEX VIRUS TYPE 1",
80145,"0501","MICROBIOLOGY","ORGANISM","HERPES SIMPLEX VIRUS TYPE 2",
80146,"0502","MICROBIOLOGY","ORGANISM","ADENOVIRUS",
80147,"0508","MICROBIOLOGY","ORGANISM","CHLAMYDIA TRACHOMATIS",
80148,"0530","MICROBIOLOGY","ORGANISM","ASPERGILLUS VERSICOLOR GROUP ",
80149,"0539","MICROBIOLOGY","ORGANISM","PAECILOMYCES SPECIES",
80150,"0540","MICROBIOLOGY","ORGANISM","TRICHODERMA SP.",
80151,"0550","MICROBIOLOGY","ORGANISM","CITROBACTER  KOSERI (DIVERSUS)",
80152,"0557","MICROBIOLOGY","ORGANISM","ESCHERICHIA FERGUSONII",
80153,"0574","MICROBIOLOGY","ORGANISM","MORAXELLA OSLOENSIS",
80154,"0589","MICROBIOLOGY","ORGANISM","RHIZOMUCOR SPECIES",
80155,"0591","MICROBIOLOGY","ORGANISM","STAPHYLOCOCCUS, COAGULASE NEGATIVE",
80156,"0597","MICROBIOLOGY","ORGANISM","CORYNEBACTERIUM STRIATUM",
80157,"0598","MICROBIOLOGY","ORGANISM","ACREMONIUM SPECIES",
80158,"0607","MICROBIOLOGY","ORGANISM","MYCOBACTERIUM AVIUM COMPLEX",
80159,"0614","MICROBIOLOGY","ORGANISM","MYCOBACTERIUM TUBERCULOSIS COMPLEX",
80160,"0622","MICROBIOLOGY","ORGANISM","BACILLUS SUBTILIS ",
80161,"0626","MICROBIOLOGY","ORGANISM","STRONGYLOIDES STERCORALIS ",
80162,"0658","MICROBIOLOGY","ORGANISM","STAPHYLOCOCCUS LUGDUNENSIS",
80163,"0660","MICROBIOLOGY","ORGANISM","MOLD",
80164,"0661","MICROBIOLOGY","ORGANISM","ENTEROBACTER ASBURIAE",
80165,"0663","MICROBIOLOGY","ORGANISM","TRICHOPHYTON SPECIES",
80166,"0665","MICROBIOLOGY","ORGANISM","LACTOBACILLUS CASEI",
80167,"0672","MICROBIOLOGY","ORGANISM","STREPTOCOCCUS MILLERI",
80168,"0680","MICROBIOLOGY","ORGANISM","ENTEROCOCCUS FAECIUM",
80169,"0681","MICROBIOLOGY","ORGANISM","ENTAMOEBA HARTMANNI",
80170,"0683","MICROBIOLOGY","ORGANISM","LEUCONOSTOC SPECIES",
80171,"0687","MICROBIOLOGY","ORGANISM","STREPTOCOCCUS ANGINOSUS",
80172,"0691","MICROBIOLOGY","ORGANISM","ENTEROCOCCUS FAECALIS",
80173,"0699","MICROBIOLOGY","ORGANISM","VEILLONELLA SPECIES",
80174,"0707","MICROBIOLOGY","ORGANISM","CURVULARIA SP.",
80175,"0713","MICROBIOLOGY","ORGANISM","VIRUS",
80176,"0714","MICROBIOLOGY","ORGANISM","VARICELLA-ZOSTER VIRUS",
80177,"0715","MICROBIOLOGY","ORGANISM","RESPIRATORY SYNCYTIAL VIRUS (RSV)",
80178,"0716","MICROBIOLOGY","ORGANISM","INFLUENZA A VIRUS",
80179,"0717","MICROBIOLOGY","ORGANISM","INFLUENZA B VIRUS",
80180,"0721","MICROBIOLOGY","ORGANISM","PARAINFLUENZA VIRUS TYPE 1",
80181,"0723","MICROBIOLOGY","ORGANISM","PARAINFLUENZA VIRUS TYPE 3",
80182,"0730","MICROBIOLOGY","ORGANISM","OCHROBACTRUM ANTHROPI",
80183,"0733","MICROBIOLOGY","ORGANISM","GEMELLA (STREPTOCOCCUS) MORBILLORUM",
80184,"0735","MICROBIOLOGY","ORGANISM","ENTEROCOCCUS GALLINARUM",
80185,"0736","MICROBIOLOGY","ORGANISM","CAMPYLOBACTER JEJUNI",
80186,"0740","MICROBIOLOGY","ORGANISM","PSEUDALLESCHERIA BOYDII ",
80187,"0746","MICROBIOLOGY","ORGANISM","NOCARDIA ASTEROIDES COMPLEX ",
80188,"0747","MICROBIOLOGY","ORGANISM","SCEDOSPORIUM APIOSPERMUM",
80189,"0749","MICROBIOLOGY","ORGANISM","PEDIOCOCCUS SPECIES",
80190,"0752","MICROBIOLOGY","ORGANISM","SYNCEPHALASTRUM SPECIES",
80191,"0755","MICROBIOLOGY","ORGANISM","HAEMOPHILUS INFLUENZAE, BETA-LACTAMASE POSITIVE",
80192,"0756","MICROBIOLOGY","ORGANISM","HAEMOPHILUS INFLUENZAE, BETA-LACTAMASE NEGATIVE",
80193,"0757","MICROBIOLOGY","ORGANISM","CORYNEBACTERIUM UREALYTICUM SP. NOV.",
80194,"0759","MICROBIOLOGY","ORGANISM","ACINETOBACTER BAUMANNII",
80195,"0761","MICROBIOLOGY","ORGANISM","AEROMONAS SPECIES",
80196,"0763","MICROBIOLOGY","ORGANISM","SALMONELLA SPECIES",
80197,"0788","MICROBIOLOGY","ORGANISM","CITROBACTER YOUNGAE",
80198,"0789","MICROBIOLOGY","ORGANISM","HAEMOPHILUS INFLUENZAE",
80199,"0794","MICROBIOLOGY","ORGANISM","MALASSEZIA FURFUR",
80200,"0798","MICROBIOLOGY","ORGANISM","CHAETOMIUM SPECIES",
80201,"0803","MICROBIOLOGY","ORGANISM","CITROBACTER KOSERI",
80202,"0809","MICROBIOLOGY","ORGANISM","LEGIONELLA PNEUMOPHILA ",
80203,"0810","MICROBIOLOGY","ORGANISM","BORDETELLA SPECIES",
80204,"0823","MICROBIOLOGY","ORGANISM","ENTEROCOCCUS CASSELIFLAVUS",
80205,"0826","MICROBIOLOGY","ORGANISM","BACTEROIDES UREOLYTICUS GROUP",
80206,"0832","MICROBIOLOGY","ORGANISM","RHINOVIRUS",
80207,"0835","MICROBIOLOGY","ORGANISM","STREPTOCOCCUS SPECIES",
80208,"0836","MICROBIOLOGY","ORGANISM","BURKHOLDERIA SPECIES",
80209,"0840","MICROBIOLOGY","ORGANISM","LISTERIA SPECIES",
80210,"0852","MICROBIOLOGY","ORGANISM","CAPNOCYTOPHAGA SPECIES",
80211,"0854","MICROBIOLOGY","ORGANISM","STACHYBOTRYS SPP.",
80212,"0858","MICROBIOLOGY","ORGANISM","PORPHYROMONAS SPECIES",
80213,"0862","MICROBIOLOGY","ORGANISM","BETA STREPTOCOCCI, NOT GROUP A",
80214,"0864","MICROBIOLOGY","ORGANISM","PREVOTELLA (BACTEROIDES) BUCCAE",
80215,"0865","MICROBIOLOGY","ORGANISM","ASPERGILLUS NIDULANS",
80216,"0872","MICROBIOLOGY","ORGANISM","ACINETOBACTER SP.",
80217,"0888","MICROBIOLOGY","ORGANISM","ENTAMOEBA HISTOLYTICA/DISPAR",
80218,"0893","MICROBIOLOGY","ORGANISM","ENTEROBACTERIACEAE",
80219,"0894","MICROBIOLOGY","ORGANISM","2ND ISOLATE",
80220,"0898","MICROBIOLOGY","ORGANISM","AFB GROWN IN CULTURE; ADDITIONAL INFORMATION TO FOLLOW",
80221,"0899","MICROBIOLOGY","ORGANISM","CORYNEBCATERIUM AMYCOLATUM",
80222,"0903","MICROBIOLOGY","ORGANISM","POSITIVE FOR GROUP B BETA STREP",
80223,"0906","MICROBIOLOGY","ORGANISM","PROBABLE ENTEROCOCCUS",
101711,"9239 ","PROCEDURE",,,"STEREOTACTIC RADIOSG NEC "
101712,"9301 ","PROCEDURE",,,"FUNCTIONAL PT EVALUATION "
101713,"9303 ","PROCEDURE",,,"PROSTHETIC EVALUATION    "
101714,"9308 ","PROCEDURE",,,"ELECTROMYOGRAPHY         "
101715,"9316 ","PROCEDURE",,,"OTHER JOINT MOBILIZATION "
101716,"9326 ","PROCEDURE",,,"MANUAL RUPT JOINT ADHES  "
101717,"9329 ","PROCEDURE",,,"FORCIB CORRECT DEFOR NEC "
101718,"9341 ","PROCEDURE",,,"SPINE TRACT W SKULL DEV  "
101719,"9342 ","PROCEDURE",,,"OTHER SPINAL TRACTION    "
101720,"9344 ","PROCEDURE",,,"OTHER SKELETAL TRACTION  "
101721,"9346 ","PROCEDURE",,,"LIMB SKIN TRACTION NEC   "
101722,"9352 ","PROCEDURE",,,"NECK SUPPORT APPLICATION "
101723,"9353 ","PROCEDURE",,,"OTHER CAST APPLICATION   "
101724,"9354 ","PROCEDURE",,,"APPLICATION OF SPLINT    "
101725,"9355 ","PROCEDURE",,,"DENTAL WIRING            "
101726,"9356 ","PROCEDURE",,,"PRESSURE DRESSING APPLIC "
101727,"9357 ","PROCEDURE",,,"DRESSING OF WOUND NEC    "
101728,"9359 ","PROCEDURE",,,"IMMOBILIZ/WOUND ATTN NEC "
101729,"9390 ","PROCEDURE",,,"NON-INVASIVE MECHANICAL  "
101730,"9391 ","PROCEDURE",,,"IPPB                     "
101731,"9393 ","PROCEDURE",,,"NONMECHAN RESUSCITATION  "
101732,"9394 ","PROCEDURE",,,"NEBULIZER THERAPY        "
101733,"9396 ","PROCEDURE",,,"OXYGEN ENRICHMENT NEC    "
101734,"9399 ","PROCEDURE",,,"OTHER RESP PROCEDURES    "
101735,"9411 ","PROCEDURE",,,"PSYCHIAT MENTAL DETERMIN "
101736,"9425 ","PROCEDURE",,,"PSYCHIAT DRUG THERAP NEC "
101737,"9427 ","PROCEDURE",,,"ELECTROSHOCK THERAPY NEC "
101738,"9449 ","PROCEDURE",,,"OTHER COUNSELLING        "
101739,"9462 ","PROCEDURE",,,"ALCOHOL DETOXIFICATION   "
101740,"9463 ","PROCEDURE",,,"ALCOHOL REHAB & DETOXIFI "
101741,"9465 ","PROCEDURE",,,"DRUG DETOXIFICATION      "
101742,"9468 ","PROCEDURE",,,"ALCOHOL & DRUG DETOXIFIC "
101743,"9503 ","PROCEDURE",,,"EXTENDED OPHTHAL WORK-UP "
101744,"9525 ","PROCEDURE",,,"ELECTROMYOGRAM OF EYE    "
101745,"9543 ","PROCEDURE",,,"AUDIOLOGICAL EVALUATION  "
101746,"9547 ","PROCEDURE",,,"HEARING EXAMINATION NOS  "
101747,"9601 ","PROCEDURE",,,"INSERT NASOPHARYN AIRWAY "
101748,"9602 ","PROCEDURE",,,"INSERT OROPHARYN AIRWAY  "
101749,"9604 ","PROCEDURE",,,"INSERT ENDOTRACHEAL TUBE "
101750,"9605 ","PROCEDURE",,,"RESP TRACT INTUBAT NEC   "
101751,"9606 ","PROCEDURE",,,"INSERT SENGSTAKEN TUBE   "
101752,"9607 ","PROCEDURE",,,"INSERT GASTRIC TUBE NEC  "
101753,"9608 ","PROCEDURE",,,"INSERT INTESTINAL TUBE   "
101754,"9609 ","PROCEDURE",,,"INSERT RECTAL TUBE       "
101755,"9614 ","PROCEDURE",,,"VAGINAL PACKING          "
101756,"9618 ","PROCEDURE",,,"OTH VAGIN PESSARY INSERT "
101757,"9619 ","PROCEDURE",,,"RECTAL PACKING           "
101758,"9622 ","PROCEDURE",,,"DILATION OF RECTUM       "
101759,"9623 ","PROCEDURE",,,"DILATION ANAL SPHINCTER  "
101760,"9624 ","PROCEDURE",,,"DILAT ENTEROSTOMY STOMA  "
101761,"9625 ","PROCEDURE",,,"THERAPEUT DISTENT BLADD  "
101762,"9626 ","PROCEDURE",,,"MANUAL REDUC RECT PROLAP "
101763,"9627 ","PROCEDURE",,,"MANUAL REDUCTION HERNIA  "
101764,"9633 ","PROCEDURE",,,"GASTRIC LAVAGE           "
101765,"9634 ","PROCEDURE",,,"GASTRIC TUBE IRRIGAT NEC "
101766,"9635 ","PROCEDURE",,,"GASTRIC GAVAGE           "
101767,"9636 ","PROCEDURE",,,"GI OSTOMY IRRIGATION     "
101768,"9638 ","PROCEDURE",,,"IMPACTED FECES REMOVAL   "
101769,"9639 ","PROCEDURE",,,"OTHER TRANSANAL ENEMA    "
101770,"9641 ","PROCEDURE",,,"BILIARY TUBE IRRIGATION  "
101771,"9648 ","PROCEDURE",,,"INDWELL CATH IRRIG NEC   "
101772,"9649 ","PROCEDURE",,,"OTHER GU INSTILLATION    "
101773,"9652 ","PROCEDURE",,,"IRRIGATION OF EAR        "
101774,"9653 ","PROCEDURE",,,"IRRIGATION OF NASAL PASS "
101775,"9654 ","PROCEDURE",,,"DENTAL SCALING & DEBRIDE "
101776,"9655 ","PROCEDURE",,,"TRACHEOSTOMY TOILETTE    "
101777,"9656 ","PROCEDURE",,,"BRONCH/TRACH LAVAGE NEC  "
101778,"9657 ","PROCEDURE",,,"VASCULAR CATH IRRIGATION "
101779,"9659 ","PROCEDURE",,,"WOUND IRRIGATION NEC     "
101780,"966  ","PROCEDURE",,,"EXT INFUS CONC NUTRITION "
101781,"9670 ","PROCEDURE",,,"CONTINUOUS INVASIVE MECH "
101782,"9671 ","PROCEDURE",,,"CONTINUOUS INVASIVE MECH "
101783,"9672 ","PROCEDURE",,,"CONTINUOUS INVASIVE MECH "
101784,"9701 ","PROCEDURE",,,"REPLACE GAST/ESOPH TUBE  "
101785,"9702 ","PROCEDURE",,,"REPLACE GASTROSTOMY TUBE "
101786,"9703 ","PROCEDURE",,,"REPLACE SMALL BOWEL TUBE "
101787,"9705 ","PROCEDURE",,,"REPLACE BILIARY OR PANC  "
101788,"9712 ","PROCEDURE",,,"REPLACE LOWER LIMB CAST  "
101789,"9714 ","PROCEDURE",,,"REPLAC M/S IMMOB DEV NEC "
101790,"9723 ","PROCEDURE",,,"REPLACE TRACH TUBE       "
101791,"9729 ","PROCEDURE",,,"NON-OP REPLACEMENT NEC   "
101792,"9732 ","PROCEDURE",,,"REMOVE NASAL PACKING     "
101793,"9733 ","PROCEDURE",,,"REMOVE DENTAL WIRING     "
101794,"9737 ","PROCEDURE",,,"REMOVE TRACHEOSTOMY TUBE "
101795,"9738 ","PROCEDURE",,,"REMOVE HEAD/NECK SUTURES "
101796,"9739 ","PROCEDURE",,,"REMOVE HEAD/NECK DEV NEC "
101797,"9741 ","PROCEDURE",,,"REMOV THORACOTOMY TUBE   "
101798,"9744 ","PROCEDURE",,,"NONOP REMOVAL HEART ASSI "
101799,"9749 ","PROCEDURE",,,"REMOV THOR THER DEV NEC  "
101800,"9751 ","PROCEDURE",,,"REMOV GASTROSTOMY TUBE   "
101801,"9752 ","PROCEDURE",,,"REMOV SMALL BOWEL TUBE   "
101802,"9753 ","PROCEDURE",,,"REMOV LARGE BOWEL TUBE   "
101803,"9754 ","PROCEDURE",,,"REMOV CHOLECYSTOST TUBE  "
101804,"9755 ","PROCEDURE",,,"REMOV BILIARY/LIVER TUBE "
101805,"9756 ","PROCEDURE",,,"REMOV PANCREATIC TUBE    "
101806,"9759 ","PROCEDURE",,,"REMOV OTHER GI DEVICE    "
101807,"9761 ","PROCEDURE",,,"REMOV PYELOS/NEPHROS TUB "
101808,"9762 ","PROCEDURE",,,"REMOV URETERAL DRAIN     "
101809,"9764 ","PROCEDURE",,,"REMOV URIN DRAINAGE NEC  "
101810,"9771 ","PROCEDURE",,,"REMOVAL IUD              "
101811,"9775 ","PROCEDURE",,,"REMOV VAG/VULV PACKING   "
101812,"9782 ","PROCEDURE",,,"REMOV PERITONEAL DRAIN   "
101813,"9785 ","PROCEDURE",,,"REMOV TRUNK PACKING NEC  "
101814,"9787 ","PROCEDURE",,,"REMOV TRUNK DEVICE NEC   "
101815,"9788 ","PROCEDURE",,,"REMOV EXT IMMOBILIZATION "
101816,"9789 ","PROCEDURE",,,"REMOV THERAPEUT DEV NEC  "
101817,"9801 ","PROCEDURE",,,"REMOV INTRALUM MOUTH FB  "
101818,"9802 ","PROCEDURE",,,"REMOV INTRALUM ESOPH FB  "
101819,"9803 ","PROCEDURE",,,"REMOV INTRALUM GASTR FB  "
101820,"9804 ","PROCEDURE",,,"REMOV INTRALUM COLON FB  "
101821,"9813 ","PROCEDURE",,,"REMOV INTRALUM PHARYN FB "
101822,"9814 ","PROCEDURE",,,"REMOV INTRALUM LARYN FB  "
101823,"9815 ","PROCEDURE",,,"REMOV INTRALUM TRACH FB  "
101824,"9820 ","PROCEDURE",,,"REMOVAL OF FB NOS        "
101825,"9821 ","PROCEDURE",,,"REMOVAL SUPERFIC FB EYE  "
101826,"9822 ","PROCEDURE",,,"REMOVAL HEAD/NECK FB     "
101827,"9826 ","PROCEDURE",,,"REMOVAL FB FROM HAND     "
101828,"9827 ","PROCEDURE",,,"REMOVAL FB FROM ARM      "
101829,"9851 ","PROCEDURE",,,"ESWL KIDNEY,URETER,AND/O "
101830,"9900 ","PROCEDURE",,,"PERIO AUTO TRANS BLOOD   "
101831,"9901 ","PROCEDURE",,,"EXCHANGE TRANSFUSION     "
101832,"9902 ","PROCEDURE",,,"TRANSFUSION AUTOLO BLOOD "
101833,"9903 ","PROCEDURE",,,"WHOLE BLOOD TRANSFUS NEC "
80224,"0907","MICROBIOLOGY","ORGANISM","BETA STREPTOCOCCUS NOT GROUP A OR B",
80225,"0909","MICROBIOLOGY","ORGANISM","NON-FERMENTER, NOT PSEUDOMONAS AERUGINOSA",
80226,"0910","MICROBIOLOGY","ORGANISM","PROBABLE LACTOBACILLUS SPECIES",
80227,"0911","MICROBIOLOGY","ORGANISM","PROBABLE GARDNERELLA VAGINALIS",
80228,"0912","MICROBIOLOGY","ORGANISM","CANDIDA (TORULOPSIS) GLABRATA",
80229,"0913","MICROBIOLOGY","ORGANISM","PRESUMPTIVE STREPTOCOCCUS BOVIS",
80230,"0914","MICROBIOLOGY","ORGANISM","POSITIVE FOR INFLUENZA A VIRAL ANTIGEN",
80231,"0915","MICROBIOLOGY","ORGANISM","POSITIVE FOR RSV VIRAL ANTIGEN",
80232,"0916","MICROBIOLOGY","ORGANISM","PRESUMPTIVE VEILLONELLA SPECIES",
80233,"0917","MICROBIOLOGY","ORGANISM","PRESUMPTIVE PEPTOSTREPTOCOCCUS SPECIES",
80234,"0918","MICROBIOLOGY","ORGANISM","PRESUMPTIVE PROPIONIBACTERIUM ACNES",
80235,"0921","MICROBIOLOGY","ORGANISM","STREPTOCOCCUS ANGINOSUS (MILLERI) GROUP",
80236,"0922","MICROBIOLOGY","ORGANISM","PRESUMPTIVE CLOSTRIDIUM PERFRINGENS",
80237,"0923","MICROBIOLOGY","ORGANISM","PRESUMPTIVE CLOSTRIDIUM SEPTICUM",
80238,"0924","MICROBIOLOGY","ORGANISM","CLOSTRIDIUM SPECIES NOT C. PERFRINGENS OR C. SEPTICUM",
80239,"0926","MICROBIOLOGY","ORGANISM","ASPERGILLUS SP. NOT FUMIGATUS, FLAVUS OR NIGER",
80240,"0927","MICROBIOLOGY","ORGANISM","PRESUMPTIVE FUSOBACTERIUM MORTIFERUM/VARIUM GROUP",
80241,"0928","MICROBIOLOGY","ORGANISM","PROBABLE MICROCOCCUS SPECIES",
80242,"0929","MICROBIOLOGY","ORGANISM","RESEMBLING MICROCOCCUS/STOMATOCOCCUS SPECIES",
80243,"0933","MICROBIOLOGY","ORGANISM","PORPHYROMONAS SPECIES",
80244,"0934","MICROBIOLOGY","ORGANISM","PREVOTELLA SPECIES",
80245,"0935","MICROBIOLOGY","ORGANISM","FUSOBACTERIUM SPECIES",
80246,"0937","MICROBIOLOGY","ORGANISM","PRESUMPTIVE MORAXELLA CATARRHALIS",
80247,"0940","MICROBIOLOGY","ORGANISM","CLONORCHIS/OPISTHORCHIS GROUP:  EGGS",
80248,"0941","MICROBIOLOGY","ORGANISM","CITROBACTER FREUNDII COMPLEX",
80249,"0943","MICROBIOLOGY","ORGANISM","FEW BLASTOCYSTIS HOMINIS",
80250,"0944","MICROBIOLOGY","ORGANISM","MODERATE BLASTOCYSTIS HOMINIS",
80251,"0945","MICROBIOLOGY","ORGANISM","MANY BLASTOCYSTIS HOMINIS",
80252,"0946","MICROBIOLOGY","ORGANISM","ALCALIGENES XYLOSOXIDANS",
80253,"0949","MICROBIOLOGY","ORGANISM","YEAST, PRESUMPTIVELY NOT C. ALBICANS",
80254,"0950","MICROBIOLOGY","ORGANISM","CANDIDA ALBICANS, PRESUMPTIVE IDENTIFICATION",
80255,"0952","MICROBIOLOGY","ORGANISM","STAPHYLOCOCCUS SAPROPHYTICUS, PRESUMPTIVE IDENTIFICATION",
80256,"0954","MICROBIOLOGY","ORGANISM","HAEMOPHILUS SPECIES NOT INFLUENZAE",
80257,"0955","MICROBIOLOGY","ORGANISM","POSITIVE FOR INFLUENZA B VIRAL ANTIGEN",
80258,"0959","MICROBIOLOGY","ORGANISM","MICROSPORIDIUM SPECIES SEEN",
80259,"0963","MICROBIOLOGY","ORGANISM","POSITIVE FOR M. TUBERCULOSIS BY MTD",
80260,"0964","MICROBIOLOGY","ORGANISM","POSITIVE FOR PNEUMOCYSTIS CARINII",
80261,"0966","MICROBIOLOGY","ORGANISM","POSITIVE FOR UREAPLASMA UREALYTICUM",
80262,"0967","MICROBIOLOGY","ORGANISM","STAPHYLOCOCCUS, COAGULASE NEGATIVE, PRESUMPTIVELY NOT S. SAPROPHYTICUS",
80263,"0968","MICROBIOLOGY","ORGANISM","ORGANISM",
80264,"0969","MICROBIOLOGY","ORGANISM","ACTINOMYCETE",
80265,"0970","MICROBIOLOGY","ORGANISM","2ND ISOLATE",
80266,"0971","MICROBIOLOGY","ORGANISM","PANTOEA (ENTEROBACTER) AGGLOMERANS",
80267,"0972","MICROBIOLOGY","ORGANISM","CRYPTOSPORIDIUM PARVUM OOCYSTS SEEN",
80268,"0975","MICROBIOLOGY","ORGANISM","PITHOMYCES SP.",
80269,"0976","MICROBIOLOGY","ORGANISM","CANDIDA DUBLIENSIS",
80270,"0976","MICROBIOLOGY","ORGANISM","CANDIDA DUBLINIENSIS",
80271,"0981","MICROBIOLOGY","ORGANISM","STREPTOCOCCUS ORALIS",
80272,"0982","MICROBIOLOGY","ORGANISM","STREPTOCOCCUS VESTIBULARIS",
80273,"0983","MICROBIOLOGY","ORGANISM","MORAXELLA CATARRHALIS, PRESUMPTIVE IDENTIFICATION",
80274,"0987","MICROBIOLOGY","ORGANISM","NO GROWTH",
80275,"0988","MICROBIOLOGY","ORGANISM","TRICHOSPORON ASAHII",
80276,"0989","MICROBIOLOGY","ORGANISM","RALSTONIA PICKETTII",
80277,"0991","MICROBIOLOGY","ORGANISM","CDC GROUP IIB",
80278,"0992","MICROBIOLOGY","ORGANISM","DEMATIACEOUS MOLD",
80279,"0993","MICROBIOLOGY","ORGANISM","STREPTOCOCCUS MILLERI GROUP",
80280,"0994","MICROBIOLOGY","ORGANISM","VIRIDANS STREPTOCOCCI",
80281,"0997","MICROBIOLOGY","ORGANISM","BACILLUS SPECIES; NOT ANTHRACIS",
80282,"1004","MICROBIOLOGY","ORGANISM","FONSECAEA PEDROSOI",
80283,"1008","MICROBIOLOGY","ORGANISM","ZYGOMYCETES",
80284,"1017","MICROBIOLOGY","ORGANISM","ACHROMOBACTER (ALCALIGENES) XYLOSOXIDANS SS DENTRIFICANS",
