ITEMID,LABEL,CATEGORY
4551,"PE 22 FS PO 60.0cc","PO Feeding"
4554,"7.5mEq NaAcetate/100","Free Form Intake"
4557,"D5W 50.0ml + 20mghr Ativan","IV Drips"
4559,"ISUPEL","Free Form Intake"
4560,"blood",
4562,"J-tube NS 10cc/h.","Free Form Intake"
4563,"floor ttube out",
4565,"Pleural Tap",
4566,"vanco per ostomy","Free Form Intake"
4567,"Hemodialysis.",
4569,"toracocentesis",
4571,"Lactated Ringers 1500.0ml","Cath Lab Intake"
4572,"D5W 500.0ml + 500mghr Dilaudid","IV Drips"
4574,"TPN D15.0 250.0cc","IV Nutrition"
4575,"EW input","Free Form Intake"
4577,"D5W 35.0ml","IV Infusions"
4579,"Neosure 26cal po","Free Form Intake"
4580,"Hep B IG","Free Form Intake"
4582,"250 N/S 15MM NA PHOS","Free Form Intake"
4583,"Pad change",
4585,"Methylprednisolone","Free Form Intake"
4586,"N/A 100.0vl + 10mcgkgmin Propofol","IV Infusions"
4588,"Albumin 25% 400.0ml","IV Infusions"
4591,"dialysate 4.25%","Free Form Intake"
4592,"ed output",
4594,"TPN 1557.0ml","IV Infusions"
4597,"JP R AX",
4600,"D15W 1000.0ml","IV Infusions"
4601,"potass phosp 15mm","Free Form Intake"
4603,"GI UNIT INTAKE","Free Form Intake"
4605,"mushroom cath",
4607,"NaAc7.5 st. water","Free Form Intake"
4609,"Na Acetate/Heparin","Free Form Intake"
4610,"BUPIVICAINE .1%","Free Form Intake"
4612,"Left Antecub Pouch",
4614,"SterileH20/NaAcetate","Free Form Intake"
4616,"k phos 30mmol","Free Form Intake"
4617,"Narcan","Free Form Intake"
4618,"D5W 100.0ml + 2mcgkgmin Narcan","IV Infusions"
4620,"TPN D5.0 100.0cc","IV Nutrition"
4622,"JP 1&2",
4623,"PD drainage",
4625,"KPHOS 15MMOL","Free Form Intake"
4626,"TPN 1298.0ml","IV Drips"
4628,"tpn 21 with heprin","Free Form Intake"
4629,"TPN 18.5","Free Form Intake"
4631,"3/4str impact/fiber","Free Form Intake"
4633,"ns boluses","Free Form Intake"
4635,"D50% (50g/100cc)","Free Form Intake"
4636,"JP #1 & #2 to CLWS",
4637,"LUMBAR DRAIN",
4640,"Enfacare","PO Feeding"
4642,"ER Intake","Free Form Intake"
4643,"ER Output",
4645,"GO LYTLE","Free Form Intake"
4646,"D5W 100.0ml + 120mghr Lasix","IV Drips"
4648,"D5W + 150MEQ BICARB","Free Form Intake"
4649,"jejunostomy",
4652,"Xigris    mcg/kg/hr","IV Drips"
4653,"OCTREOTIDE MCG/HR","Free Form Intake"
4654,"D5 Ringers Lact. 10000.0ml","IV Infusions"
4655,"D10W 50.0cc + 5mgkghr Morphine Sulfate","IV Drips"
4657,"Calcium Gluconate","Free Form Intake"
4659,"ProBalance 70.0str","IV Drips"
4661,"Nepro 210.0str","Tube Feeding"
4662,"THARACENTESIS",
4664,".9% Normal Saline 125.0ml + 250mghr Midazolam","IV Drips"
4667,"floor iv intake","Free Form Intake"
4668,"mucomist","Free Form Intake"
4670,"F10 JP OUTPUT",
4671,"OR NGT",
4673,"EleCare","Free Form Intake"
4675,"1/2 ST IMPACT/FIBER","Free Form Intake"
4676,"Drain Out #2 Lt Nephrostomy",
4677,".9% Normal Saline 500.0ml + 500mcghr Sandostatin","IV Infusions"
4679,"Elecare 20 PO","Free Form Intake"
4680,"Nepro 800.0str","Tube Feeding"
4682,".9% Normal Saline 50.0ml + 10mcgkghr Xigris","IV Drips"
4683,"floor crystalloid","Free Form Intake"
4685,"bladder pressure.",
4687,"Promote w/fiber 237.0str","Tube Feeding"
4688,"c.o. injectate","Free Form Intake"
4691,"D5W 250.0ml + 100Uhr Vasopressin + 100Umin Vasopressin","IV Drips"
4692,"D5W 250.0ml + 200Uhr Vasopressin + 200Umin Vasopressin","IV Drips"
4693,"Pitressin       u/hr","IV Drips"
4694,"Drain Out #6 Jejunostomy Tube",
4695,"40mEq in 500cc.","Free Form Intake"
4696,"SterileH2O+NaAcetate","Free Form Intake"
4697,"NaAc w/hep/UAC","Free Form Intake"
4698,"peritoneal dialysate","Free Form Intake"
4699,"2/3 st impact /fiber","Free Form Intake"
4700,"RT THORACENTESIS",
4701,".9NS + 0.5:1 heparin 250.0ml","IV Infusions"
4702,"IVF IN ERCP","Free Form Intake"
4703,"plueravac #2",
4704,"Promote 100.0str","IV Infusions"
4705,"open chest drainage",
4706,"urine output",
4899,"D5W 250.0ml + 200.89999389648437mcgkgmin Cisatracurium + 200.89999389648437mgkghr Cisatracurium","IV Drips"
4900,"PD ouput",
4901,"Dialysis Removed",
4902,"Plasma-Lyte","Free Form Intake"
4903,".9% Normal Saline 50.0ml + 1500mgkghr Pentobarbitol","IV Infusions"
4904,"Impact w/fiber 19.0str","IV Drips"
4905,"ed blood products","Free Form Intake"
4906,"gastric output",
4907,"Barocat","Free Form Intake"
4908,"free water po intake","Free Form Intake"
4909,"GASTRIC RESIDUAL",
4910,"Po Intake 200.0ml","PO/Gastric"
4911,"urine output farr-10",
4912,"pheresis.",
4913,"rt para tap site",
4914,"OR output","Free Form Intake"
4915,"D5LR 40K","Free Form Intake"
4916,"Readi-CAT 2","Free Form Intake"
4917,"Ascitic fluid OR",
4918,"Rituximab","Free Form Intake"
4919,"Plasmaphoresis","Free Form Intake"
4920,"Cardiac output","Free Form Intake"
4921,"left arm pouch",
4922,"TPN D13.0 250.0cc","IV Nutrition"
4923,"Lipids 1020.0ml","IV Nutrition"
4924,"3/4str impact w/fib","Free Form Intake"
4925,"true urine",
4926,"or intake","Free Form Intake"
4927,"CRRT HEPARIN","Free Form Intake"
4928,"Impact 250.0str","PO/Gastric"
4929,"Sterile Water 10.0ml","IV Infusions"
4930,"vomit","Free Form Intake"
4931,"Abdominal Tap",
4932,"CC7 Intake","Free Form Intake"
4933,"biliary drain",
4934,"mushroom catheter",
4935,"D5W 20.0ml + 2000Uhr Heparin","IV Drips"
4936,"mucomist 10000/250","Free Form Intake"
4937,"MVI bag","Free Form Intake"
4939,"abdomen vac",
4941,"Packed RBC's 370.0ml","IV Infusions"
4943,"fluid removed dialys",
4944,"Tube Feeding 5.0ml","Tube Feeding"
4946,"IV Piggyback 500.0ml","IV Infusions"
4947,"N/A 250.0vl + 100mcgkgmin Propofol","IV Drips"
4949,"gu irrigant","Free Form Intake"
4950,"cc/cc replacement","Free Form Intake"
4952,"OR Albumin","Free Form Intake"
4953,"OR plasmalyte","Free Form Intake"
4954,"OR CVVHDF",
4956,"RIGHT JP",
4958,"1/2strength respalor","Free Form Intake"
4960,"go-lytly","Free Form Intake"
4962,"40meq K","Free Form Intake"
4963,"CALC GLUC","Free Form Intake"
4965,"CC/CC REPLACEMENT","Free Form Intake"
4966,"1/2NSS & 100 NAHCO3","Free Form Intake"
4968,"Deliver 2.0 200.0str","IV Infusions"
4970,"Cardiac Output","Free Form Intake"
4971,"OGT","Free Form Intake"
4972,"INTAKE from cc6","Free Form Intake"
4973,"percutanous drain",
4974,"OUTPUT from cc6",
4976,"150meq Bicarb/1L D5W","Free Form Intake"
4978,"Promote w/fiber 450.0str","IV Drips"
4979,"500N/S 40meq K+","Free Form Intake"
4981,"farr 2 po intake","Free Form Intake"
4982,"TPN 1130.0ml","IV Drips"
4984,"peritoneal tap",
4985,"D5W 2300.0ml","IV Infusions"
4987,"d5w NHCO3 150","Free Form Intake"
4988,"PACU output",
4990,"acites",
4992,"g-tube dr/return","Free Form Intake"
4993,".9% Normal Saline 105.0ml","IV Infusions"
4995,"j tube",
4997,"N/A 10.0vl + 5mghr Valium","OR Intake"
4999,"Abdominal fluid",
5000,"pleuritic fluid",
5003,"Left arm",
5005,"thorencentesis",
5006,"Promote 200.0str","IV Drips"
5008,"Pre-Admission Intake 6000.0cc","IV Infusions"
5009,"D5W 250.0ml + 200mgkghr Lepirudin","IV Drips"
5011,"D15lytesandheparin","Free Form Intake"
5012,"Hemodiaylsis",
5014,"D5W 420.0ml","IV Infusions"
5015,"D5W 501.0ml","IV Drips"
5017,"TPN w/Lipids 1764.0ml","IV Nutrition"
5018,"D10W 130.0cc","IV Infusions"
5020,"RBC waste",
5021,"Mushroom cath",
5023,"methylprednisolone","Free Form Intake"
5024,"Protonix 80mg/250cc","Free Form Intake"
5026,"ProBalance 300.0str","Tube Feeding"
5027,"leeking skin bags",
5029,"na bicarb","Free Form Intake"
5030,"Fentanyl Base 250.0ml + 5000mcghr Fentanyl (Conc)","IV Drips"
5032,"1/2str Impact","Free Form Intake"
5033,"R Groin site",
5035,"abdominal incision",
5037,"CO","Free Form Intake"
5038,"1/2 str. Nepro","Free Form Intake"
5040,"D5W 90.0ml","IV Drips"
5041,"RIGHT THORACENTISIS",
5043,"Nutramigen PO 55.0ml","PO Feeding"
5044,"Impact w/fiber 50.0str","Tube Feeding"
5046,"menses",
5047,"NA Phos","Free Form Intake"
5049,"MARCAINE GTT","Free Form Intake"
5051,"MARCAINE RIGHT","Free Form Intake"
5052,"E20","Free Form Intake"
5054,"E24 PO","Free Form Intake"
5055,"BM22 NG","Free Form Intake"
5057,"DSG site","Free Form Intake"
5058,"Hernia",
5060,"D5W 71.0ml","IV Drips"
5062,"D5NS 2500.0ml","IV Infusions"
5063,"Neocate NG","NG Feeding"
5065,"Neocate PO","PO Feeding"
5067,"Neocate 24","PO Feeding"
5068,"Enfacare 24 165.0ml","PO Feeding"
5070,"Deliver 2.0 50.0str","Tube Feeding"
5071,"r arm serous drain",
5073,"IV fluid bolus","Free Form Intake"
5074,"pedialyte GT","Free Form Intake"
5076,"ABD FISTULA",
5077,"D5W 250.0ml + 249mcgkgmin Neosynephrine-k","IV Infusions"
5079,"500 cc ns bolus","Free Form Intake"
5080,"epidural gtt","Free Form Intake"
5081,"Enfamil 24 G-tube","Free Form Intake"
5082,"vag drng",
5083,"tubefeed residual",
5084,"R leg VAC",
5085,"PEG Tube",
5086,"PE 24 FS PO 43.0cc","PO Feeding"
5087,"TPN w/Lipids 1650.0ml","IV Drips"
5088,"IV INTAKE-E.R.","Free Form Intake"
5089,"NeoSure PO","PO Feeding"
5090,"CRYST FROM FLOOR","Free Form Intake"
5091,"BRBPR in EW",
5092,"PAD UNDER PACKING",
5093,"TPN 1725.0ml","IV Drips"
5094,"IV CONTRAST","Free Form Intake"
5095,"vancuronium drip","Free Form Intake"
5096,"Vecuronium drip","Free Form Intake"
5097,"HD  liters taken off",
5098,"D5 Normal Saline 200.0ml","IV Infusions"
4707,".9% Normal Saline 100.0ml + 600mgmin Labetolol","IV Drips"
4708,"EnfaCare NG","NG Feeding"
4709,"Enfacare PO","PO Feeding"
4710,"pacu intake","Free Form Intake"
4711,"potassium","Free Form Intake"
4712,"OSH input","Free Form Intake"
4713,"free water q6hrs","Free Form Intake"
4714,"OSH output",
4715,"right arm pouch",
4716,"Enfacare 24 PO","PO Feeding"
4717,"D5W 100.0ml + 200mcgkghr Ketamine + 200mcgkgmin Ketamine","IV Infusions"
4718,"D5W 100.0ml + 100mcgkghr Ketamine + 100mcgkgmin Ketamine","IV Infusions"
4719,"cerebral drain right",
4720,"Drain Out #6 T Tube",
4721,".9% Normal Saline 100.0ml + 1.5mcgkgmin Natrecor","IV Drips"
4722,"EW crystalloids","Free Form Intake"
4723,"PAPAVERINE","Free Form Intake"
4724,"liver JP x2 combined",
4725,"Hep B immune globuln","Free Form Intake"
4726,"ProBalance 700.0str","Tube Feeding"
4727,"replogle output",
4728,"skin bag",
4729,"JP / Brain",
4730,"JP #1 R",
4731,"JP #2 L",
4732,"JP Site",
4733,"Whole Blood 350.0ml","Blood Products"
4734,"1/2str Respalor","Free Form Intake"
4735,".9% Normal Saline 450.0ml","IV Infusions"
4736,"Sterile Water 50.0ml + 2500mcghr Fentanyl","IV Drips"
4737,"NS CT IRRIGANT","Free Form Intake"
4738,"CT warming fluid","Free Form Intake"
4739,"D20W 250.0ml","IV Infusions"
4740,"ABC","Free Form Intake"
4742,"D5W WITH BICARB","Free Form Intake"
4743,"PROSOBEE 24 by conc","Free Form Intake"
4745,"ProBalance 90.0str","Tube Feeding"
4747,"Enfamil AR 24 NG","NG Feeding"
4748,"Enfamil AR 24 PO","PO Feeding"
4750,"bilat JP to CLWS",
4752,"inc urine",
4754,"JP#1&2 to CLWS",
4755,"Nepro 400.0str","IV Drips"
4757,"Foley Cath",
4758,"Promote w/fiber 25.0str","IV Drips"
4760,"NS WITH K-PHOS","Free Form Intake"
4761,"Free H20","Free Form Intake"
4763,"IVF from floor","Free Form Intake"
4764,"D5W 520.0ml","IV Infusions"
4765,"Imp with fiber 1/2st","Free Form Intake"
4767,"JP 1",
4770,"Water NG flush","Free Form Intake"
4772,"1/2str Impt with Fib","Free Form Intake"
4773,".9% Normal Saline 250.0ml + 2500mgkghr Pentobarbitol","PO/Gastric"
4774,"500cc NS w/40meq kcl","Free Form Intake"
4776,"bile",
4778,"Boost High Protein 2000.0str","Tube Feeding"
4780,"Enfamil 30cals/ounce","Free Form Intake"
4782,"D5W 1092.0ml","IV Infusions"
4783,"Enfamil 30 cal NG","Free Form Intake"
4785,"Portagen 20 PO","IV Drips"
4787,"chemo ara-c","Free Form Intake"
4789,"#3 CT-POSTERIOR",
4790,"D5/.45NS 70.0ml","IV Infusions"
4792,"1/2 NS 0.45%","IV Infusions"
4793,"protonix80mg/250ccNS","Free Form Intake"
4795,"CHEMO:Alb w/ Sargram","Free Form Intake"
4796,"CHEMO:Cytarabine","Free Form Intake"
4798,"EW IV intake","Free Form Intake"
4800,"kvo","Free Form Intake"
4801,"thorcentesis",
4802,"0.9% Normal Saline 28.0ml","IV Nutrition"
4804,"ED crystalloid","Free Form Intake"
4805,"NA PHOS 30 MMO;","Free Form Intake"
4807,"Fresh Frozen Plasma 215.0ml","IV Drips"
4809,"Impact 480.0str","IV Infusions"
4810,"Enfacare 24 NG","NG Feeding"
4811,"Br Milk FS PO 150.0cc","PO Feeding"
4813,"Promote w/fiber 70.0str","IV Drips"
4815,"LR BOLUS","Free Form Intake"
4816,"D10W 1.2cc","IV Nutrition"
4817,"intake angio","Free Form Intake"
4819,"FFP ON FARR 2","Free Form Intake"
4821,"Jtube flush","Free Form Intake"
4822,"PD in","Free Form Intake"
4824,"EW urine output",
4825,"crystalloid- ed","Free Form Intake"
4827,"ca gluconate 10%","Free Form Intake"
4828,"Potassium chloride","Free Form Intake"
4830,"k phos 30 mmol","Free Form Intake"
4831,"BM g-tube","Free Form Intake"
4833,"phoresis","Free Form Intake"
4835,"ED FLUID INTAKE","Free Form Intake"
4837,"ED URINE",
4838,"pharesis fluids","Free Form Intake"
4840,"impact 2/3 strength","Free Form Intake"
4843,"peritoneal dialysis","Free Form Intake"
4844,"ampho","Free Form Intake"
4846,"nephrost tube flush","Free Form Intake"
4847,"Arm Pouches",
4849,"protonix gtt","Free Form Intake"
4850,"BARI-CAT","Free Form Intake"
4852,"PACU Supra pubic",
4854,"D5W 100.0ml + 100Uhr Vasopressin + 100Umin Vasopressin","IV Drips"
4856,"plasmaphersis","Free Form Intake"
4858,".9% Normal Saline 850.0ml","IV Infusions"
4859,"D5W 42.0ml","IV Infusions"
4861,"Pheresis","Free Form Intake"
4862,"BLADDER PRESSURE","Free Form Intake"
4864,"15mmol Na+ Phos","Free Form Intake"
4865,"D5W 240.0ml","IV Drips"
4867,"D5W 50.0cc + 5mgkghr Morphine Sulfate","IV Drips"
4868,"N/A 100.0vl + 250mcgkgmin Propofol","IV Drips"
4870,"JT in","Free Form Intake"
4871,"FIB left leg",
4873,"plasmapharesis","Free Form Intake"
4874,"barycat","Free Form Intake"
4876,"Prom w/Fib 1/2 str","Free Form Intake"
4878,"Pheresis Intake","Free Form Intake"
4879,"Pheresis Output",
4881,"N/S WITH 40MEQ OF KL","Free Form Intake"
4882,"KCL","Free Form Intake"
4883,"TPN w/Lipids 999.0ml","IV Nutrition"
4884,"or ngt",
4885,"3/4 promote/fiber/tf","Free Form Intake"
4886,"lipids","Free Form Intake"
4887,"2/3PROMOTE/FIBER","Free Form Intake"
4888,".9% Normal Saline 120.0ml","IV Infusions"
4889,"IR","Free Form Intake"
4890,"ultrafiltrate","Free Form Intake"
4891,"D10W 1.1cc","Fluid Bolus"
4892,".9% Normal Saline 144.0ml","IV Infusions"
4893,"D5W 500ml bolus","Free Form Intake"
4894,"N/s 500 ml bolus","Free Form Intake"
4895,"L CT drainage site",
4896,"Promote w/fiber 120.0str","Tube Feeding"
4897,"Insensible Losses",
4898,"VAC drain",
3569,"D10W 6.6cc","NG Feeding"
3570,"D15W 1.0ml","IV Nutrition"
3571,"nitrates",
3572,"drooling",
3573,"0.9% Normal Saline 25.0ml","NG Feeding"
3574,"TPN D2.5","PO Feeding"
3575,"0.9% Normal Saline 6.0ml","Fluid Bolus"
3576,"24hr Urine cc/kg/hr",
3577,"0.9% Normal Saline 4.0ml","NG Feeding"
3578,"0.9% Normal Saline 8.0ml","NG Feeding"
3579,"D10W 8.0cc","NG Feeding"
3580,"D7.5W 100.0cc","IV Infusions"
3581,"BMFSNG+4","Free Form Intake"
3582,"Total blood out",
3583,"UO/KG/hour",
3584,"Sterile Water NG","NG Feeding"
3585,".45NS + .5:1 Heparin 250.0ml","NG Feeding"
3586,"D10w Bolus","Free Form Intake"
3587,"0.9% Normal Saline 16.0ml","IV Flush"
3588,".45%NS FLUSH","Free Form Intake"
3589,"urine cc/k/hr",
3590,"ur/cc/kg",
3591,"D10W 3.2cc","NG Feeding"
3592,"TPN D10.0 500.0cc","IV Nutrition"
3593,"IV D6W","Free Form Intake"
3594,"BMFSPO + HMF + MCT","Free Form Intake"
3595,"0.9% Normal Saline 7.0ml","PO Feeding"
3596,".9NS + 1:1 Heparin 100.0cc","IV Flush"
3597,"Hep Flush","Free Form Intake"
3598,"GT Pedialyte","Free Form Intake"
3599,"Enfamil AR 24 GT","Free Form Intake"
3600,"G-tube",
3601,"0.9% Normal Saline 22.0ml","IV Infusions"
3602,"D10W 2.5cc","NG Feeding"
3603,"Enfamil AddedRice NG 30.0ml","NG Feeding"
3604,"EnfamilAddedRice PO 30.0ml","PO Feeding"
3605,"Abdominal drainage",
3606,"blood out",
3607,"D15W 250.0ml","NG Feeding"
3609,"0.9% Normal Saline 12.0ml","Fluid Bolus"
3610,"Serum Albumin 5%","Blood Products"
3612,"BMFSNG + 2 HMF","Free Form Intake"
3613,"D10W 3.8cc","PO Feeding"
3615,"ALIMENTUM","Free Form Intake"
3616,"ALIMENTUM 24CAL","Free Form Intake"
3618,"Alimentum 24 PO","Free Form Intake"
3619,"Bicarb","Free Form Intake"
3621,"Portagen 20 po",
3622,"cc/kg",
3624,"D5W 50.0cc + 60mcgkgmin Dobutamine Drip","IV Drips"
3625,"PE 20 1/4s NG","NG Feeding"
3627,"morphine sulfate","Free Form Intake"
3628,"D5W 50.0cc + 500mcgkgmin Prostin VR Drip","IV Infusions"
3630,"TPN D13.0 100.0cc","IV Nutrition"
3631,"Neosure 22 NG","Free Form Intake"
3633,"Urine,cc/kg/day",
3634,"abdominal drain",
3636,"cc/k/h",
3637,"D15W 500.0ml","IV Nutrition"
3639,"UR.cc/kg/hr",
3641,"0.9% Normal Saline 27.0ml","NG Feeding"
3642,"D5W 20.0cc","NG Feeding"
3644,"TPN D15.0 1.0cc","IV Infusions"
3646,"TPN D12.0 100.0cc","IV Nutrition"
3648,"D-10 Bolus","Free Form Intake"
3650,"0.9% Normal Saline 50.0ml","NG Feeding"
3652,"EnfamilAddedRice PO 90.0ml","NG Feeding"
3653,"ostomy cc/kg/hr",
3655,"TPN D10.0 50.0cc","PO Feeding"
3657,"Similac 60/40","Free Form Intake"
3658,"0.9% Normal Saline 18.0ml","PO Feeding"
3660,"TPN D8 100.0cc","IV Nutrition"
3662,"0.9% Normal Saline 66.0ml","IV Flush"
3664,"PN-D11.5 with heparn","Free Form Intake"
3665,"0.9% Normal Saline 70.0ml","NG Feeding"
3667,"ER CRYSTALOID","Free Form Intake"
3669,"ER URINE OUT",
3671,"D5W 290.0ml + 870mcgkgmin Dopamine","IV Infusions"
3672,"D5 Ringers Lact. 2000.0ml","IV Infusions"
3673,".9% Normal Saline 200.0ml + 20mghr Midazolam","IV Infusions"
3675,"D5W 400.0ml + 1600mgmin Labetolol","IV Infusions"
3676,".9% Normal Saline 500.0ml + 100mcgkgmin Nicardipine","IV Infusions"
3677,"cyclosporin","Free Form Intake"
3679,"D5W 100.0ml + .40000000596046448mcgkgmin Narcan","IV Infusions"
3681,"Isuprel","Free Form Intake"
3683,"mucomyst","Free Form Intake"
3684,"NG TUBE",
3685,"Cath Lab Out",
3687,"crystalloid/dialysis","Free Form Intake"
3688,"dialysis removal",
3690,"3% Normal Saline 200.0ml","IV Infusions"
3692,".9% Normal Saline 250.0ml + 125mcgkgmin Nicardipine","IV Drips"
3693,"cyclosporin iv drip","Free Form Intake"
3695,"Drain Out #5 JP Lateral",
3697,"Free Water Bolus 500.0ml","IV Infusions"
3698,"D5W 200.0ml + 40mcgkgmin Milrinone","IV Drips"
3700,"Solumedrol mg/kg/min","Free Form Intake"
3701,"ns with 2 amps bicab","Free Form Intake"
3703,"ULTRAFILTRATE",
3705,"GT FLUSH","Free Form Intake"
3707,"RLQ OPEN AREA",
3708,"left groin site",
3710,"er out",
3712,"Pregesimil FS PO","Free Form Intake"
3713,"Pregestilmil FS NG","Free Form Intake"
3715,"0.9% Normal Saline 13.0ml","NG Feeding"
3716,"PE 20 FS NG 6.5cc","NG Feeding"
3718,"NS .9% 250.0cc","NG Feeding"
3719,"golytle prep","Free Form Intake"
3721,"tube fgs on floor","Free Form Intake"
3722,"Pericardial drain",
3724,"TPN 1821.0ml","IV Infusions"
3725,"D5W 150meq Sod Bicar","Free Form Intake"
3726,"cagluc (40gm/l)","Free Form Intake"
3728,"bupivacaine.1% r axi","Free Form Intake"
3729,"D5W 50.0ml + 250mghr Lasix","IV Infusions"
3731,"Sterile Water 500.0ml","Gastric/TF Residual"
3733,"D5W & 40Gm CaGluc","Free Form Intake"
3734,"OR PSUEDOCYST DRAIN",
3735,"Packed RBC's 95.0ml","IV Drips"
3737,"IMPACT WITHOUT FIBER","Free Form Intake"
3738,"Sterile Water 165.0cc","NG Feeding"
3739,"OR INPUT CRYSTALLOID","Free Form Intake"
3741,"ProBalance 1000.0str","PO/Gastric"
3742,"D5W 250.0ml + 25mcgkgmin Nicardipine","IV Drips"
3743,".9% Normal Saline 250.0ml + 100mcgkgmin Nicardipine","IV Infusions"
3744,"NS bladder pressure","Free Form Intake"
3745,"k phos 15 mm","Free Form Intake"
3746,"gastrografin","Free Form Intake"
3747,"CALCIUM","Free Form Intake"
3748,"PE 22 FS PO 62.0cc","PO Feeding"
3749,"TPN 2150.0ml","IV Drips"
3750,"ANGIO CRYSTTALOID","Free Form Intake"
3751,".9% Normal Saline 367.0ml","IV Infusions"
3752,"FACTOR VIII","Free Form Intake"
3753,"g-tube",
3754,"j-tube",
3755,"0.9% Normal Saline 60.0ml","PO Feeding"
3756,"TPN D6 100.0cc","NG Feeding"
3757,"JT flush","Free Form Intake"
3758,".9% Normal Saline 250.0ml + 75mcgkgmin Nicardipine","IV Drips"
3759,"NS 40K 500CC","Free Form Intake"
3760,"TPN D15.0 500.0cc","IV Nutrition"
3761,"3% Normal Saline 360.0ml","IV Infusions"
3762,"Blood out",
3763,"Bladder presure",
3764,"circ",
3765,"NS/10MG XIGRIS","Free Form Intake"
3766,"Similac 24 cals/oz","Free Form Intake"
3767,"Sim-24","Free Form Intake"
3768,"Sim-24(NG)","Free Form Intake"
3769,"breast milk",
3770,"E 20 1/4s NG","NG Feeding"
3771,"TPN 1333.0ml","IV Nutrition"
3772,"thoracentisis",
3773,"barium prep","Free Form Intake"
3774,"Sim-26 w/promod","Free Form Intake"
3775,"Sim-26 w/promod (PG)","Free Form Intake"
3776,"Sim-26 w/promod(PO)","Free Form Intake"
3777,"Sim-26 w/promod (PO)","Free Form Intake"
3778,"CITRATE","Free Form Intake"
3779,"SpecialCare 20 Fe NG","NG Feeding"
3780,"SC 20 Fe NG","PO Feeding"
3781,"SpecialCare 20 Fe PO","PO Feeding"
3782,"SC 20 Fe PO","PO Feeding"
3783,"D5NS 125.0ml","IV Infusions"
3784,"D5NS 1500.0ml","IV Infusions"
3785,"SC 22 Fe NG","NG Feeding"
3786,"SpecialCare 22 Fe NG","NG Feeding"
3787,"SC 24 Fe NG 90.0ml","NG Feeding"
3788,"SpecialCare 24 Fe NG","NG Feeding"
3789,"SC 24 Fe NG","NG Feeding"
3790,"SC 24 Fe NG 100.0ml","NG Feeding"
3791,"SC 24 Fe PO","PO Feeding"
3792,"SpecialCare 24 Fe PO","PO Feeding"
3793,"S 24 Fe NG","NG Feeding"
3794,"S 24 Fe PO","PO Feeding"
3796,"S 20 Fe PO","PO Feeding"
3797,"Similac 20 Fe PO","PO Feeding"
3799,"1:1 U/O REPLETION","Free Form Intake"
3800,"FARR 10 OUTPUT TOTAL",
3802,"Similac 24 Fe NG","NG Feeding"
3803,".9% Normal Saline 250.0ml + 200mcgkgmin Nitroglycerine-k","IV Drips"
3804,"outside hsp","Free Form Intake"
3806,"Similac 20 Fe NG","NG Feeding"
3808,"SpecialCare 22 Fe PO","PO Feeding"
3810,"0.5:1 U/O REPLETION","Free Form Intake"
3811,"urine out: cc/k/hr",
3812,"urine out:cc/k/hr",
3815,"SC 24 Fe PO 50.0ml","PO Feeding"
3816,"S 24 Fe NG 50.0ml","NG Feeding"
3818,"D5W 1250.0ml","IV Infusions"
3819,"1:1 NS Repletion.","Free Form Intake"
3821,"Similac 22 Fe NG","NG Feeding"
3823,"D5W 100MEQ BICARB","Free Form Intake"
3825,".5:1 NS REPLETION","Free Form Intake"
3826,"HYDROCHLORIDE ACID G","Free Form Intake"
3827,"Promote 250.0str","IV Drips"
3828,"D5W 150.0ml + 10gmhr Amicar","IV Drips"
3830,"Gastric aspirate",
3831,"D5W 49.0cc + 500mcgkgmin Prostin VR Drip","IV Drips"
3833,"TPN w/Lipids 1688.0ml","IV Nutrition"
3834,"TPN w/Lipids 1875.0ml","IV Nutrition"
3836,"old jp site",
3838,"500ns/40meqkcl","Free Form Intake"
3839,"cryst in ed","Free Form Intake"
