ITEMID,LABEL,CATEGORY,DESCRIPTION
7732,"Right leg straight",,
7737,"Bivona positin 10",,
7743,"ACETYLCYSTEINE MG/HR",,
7745,"Omeprazole",,
7746,"valproate Level",,
7747,"stoma adhesive powd",,
7748,"Hydroceles",,
7751,"STOMA BAG CHANGED",,
7757,"NARCAN MG/HR",,
7760,"Atropine Ointment",,
7762,"autorotation",,
7765,"bladder scanner",,
7767,"LUE elevated",,
7771,"AUTO-ROTATION",,
7772,"Predisolone",,
7773,"D50 amp bolus",,
7774,"peak flow pre neb",,
7777,"Ptp Exp.",,
7778,"Ptp Insp.",,
7779,"Critic-aid oint",,
7780,"LASIX",,
7785,"Multivitamin",,
7787,"RLEcomp.pressure",,
7790,"combivent puffs",,
7792,"BATH CARE",,
7796,"Scrotum",,
7797,"helioox neb flow",,
7798,"Helioox nrb flow",,
7799,"Heliox tank psi",,
7802,"high peep",,
7803,"low peep",,
7808,"art #3",,
7809,"Bumetandime mg/hr",,
7811,"post ductal sat",,
7812,"Pre duct sat",,
7814,"PROTONIX 80MG/250",,
7815,"L Leg Wound",,
7816,"R Leg Wound",,
7818,"Chest Dressing",,
7822,"genta irrig cc/hr",,
7823,"GT site",,
7825,"teds stockings",,
7826,"IVPPI",,
7831,"PASSy MUir valve",,
7832,"QUAD cough",,
7833,"Heels Elevated",,
7835,"Lacrilube ointment",,
7837,"Femoral Compartment",,
7838,"Pantoprozole",,
7840,"CIRC site",,
7841,"Combivent Puff",,
7845,"I time set",,
7847,"SVR/PVR ratio",,
7850,"Heliox tank PSI",,
7853,"Triple Antibiotic",,
20008,"Renal SOFA Score","LCP","Calculated SOFA score due to renal failure (Creatinine and Urine output) - by the MIMIC2 team"
20009,"Overall SOFA Score","LCP","Calculated SOFA score. Sum of sofa scores from individual organ systems (Sum of ITEMIDs 20002 - 20008) - by the MIMIC2 team"
